,listing_id,title,make,model,type_of_vehicle,category,transmission,fuel_type
246,1017353,Mitsubishi Fuso Canter FEB21,mitsubishi,fuso,truck,premium ad car,manual,diesel
247,994047,Skoda Octavia 2.0A TSI RS,skoda,octavia,mid-sized sedan,"parf car, premium ad car",auto,unknown
248,1024002,Honda Vezel 1.5A X,undetermined,vezel,suv,parf car,auto,unknown
249,1005659,Nissan NV200 1.6A DX,nissan,nv200,van,"almost new car, premium ad car",auto,petrol
250,1019437,Honda Fit 1.3A G ,honda,fit,hatchback,"coe car, low mileage car",auto,unknown
251,1021852,MINI One Clubman 1.5A,mini,one,hatchback,"parf car, almost new car",auto,unknown
252,1028335,Mercedes-Benz S-Class S400L Hybrid,mercedes-benz,s400l,luxury sedan,"parf car, premium ad car, low mileage car, hybrid cars, sgcarmart warranty cars",auto,petrol-electric
253,948025,Honda Civic 1.6A VTi ,undetermined,civic,mid-sized sedan,"coe car, premium ad car",auto,unknown
254,987637,Honda Civic 1.8A VTi-S ,undetermined,civic,mid-sized sedan,coe car,auto,unknown
255,960165,Mazda 6 Wagon 2.5A Luxury,mazda,2,stationwagon,"parf car, low mileage car",auto,unknown
256,855810,Land Rover Discovery Sport Diesel 2.0A SE 7-Seater,land rover,discovery,suv,"parf car, premium ad car",auto,diesel
257,996831,Toyota Wish 1.8A ,toyota,wish,mpv,coe car,auto,unknown
258,984906,Hyundai Elantra 1.6A GLS S,hyundai,elantra,mid-sized sedan,"parf car, premium ad car",auto,unknown
259,985167,Hyundai Santa Fe 2.4A Sunroof,hyundai,santa,suv,parf car,auto,unknown
260,1019379,Honda Jazz 1.5A RS,honda,jazz,hatchback,parf car,auto,unknown
261,1018717,Porsche Panamera 3.6A PDK ,porsche,panamera,sports car,"coe car, premium ad car, low mileage car",auto,unknown
262,992066,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
263,1010659,Audi A7 Sportback 2.0A TFSI S-tronic,audi,a7,luxury sedan,"parf car, low mileage car",auto,unknown
264,1007682,Honda Fit 1.3A,honda,fit,hatchback,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
265,1025654,Rolls-Royce Ghost EWB,rolls-royce,ghost,luxury sedan,"parf car, rare & exotic, low mileage car",auto,unknown
266,1024342,Toyota Vios 1.5A G,toyota,vios,mid-sized sedan,parf car,auto,unknown
267,981074,Nissan NV350 2.5M,nissan,nv350,van,-,manual,diesel
268,1001261,Nissan NV350 2.5A,nissan,nv350,van,premium ad car,auto,diesel
269,946977,Toyota Vellfire 3.5A Z G-Edition,toyota,vellfire,mpv,parf car,auto,unknown
270,1019895,Honda Stream 1.8A X ,undetermined,stream,mpv,coe car,auto,unknown
271,992706,Hino SH1EEKA ,hino,sh1eeka,truck,coe car,manual,diesel
272,1030125,Toyota Previa 2.4A 8-Seater ,toyota,previa,mpv,"coe car, low mileage car",auto,unknown
273,1020091,BMW 5 Series 523i ,bmw,523i,luxury sedan,coe car,auto,unknown
274,1029567,Nissan Cabstar,nissan,cabstar,truck,premium ad car,manual,diesel
275,1020795,Honda Vezel 1.5A X,honda,vezel,suv,parf car,auto,unknown
276,978046,Hyundai Avante 1.6A GLS S,undetermined,avante,mid-sized sedan,"parf car, sgcarmart warranty cars",auto,unknown
277,975652,Hyundai Santa Fe 2.4A GLS,hyundai,santa,suv,"parf car, sta evaluated car, low mileage car",auto,unknown
278,1013085,Honda Odyssey 2.4A EXV-S Sunroof,honda,e,mpv,"parf car, low mileage car",auto,unknown
279,1023778,BMW 5 Series 520i Luxury,bmw,520i,luxury sedan,parf car,auto,unknown
280,1018473,Mitsubishi Lancer EX 1.6A,mitsubishi,lancer,mid-sized sedan,parf car,auto,unknown
281,1023758,Honda Freed Hybrid 1.5A G 7-Seater Honda Sensing,honda,freed,mpv,"parf car, low mileage car, hybrid cars",auto,petrol-electric
282,1006099,Audi A3 Sedan 1.4A TFSI S-tronic Attraction,audi,a3,luxury sedan,"parf car, premium ad car",auto,unknown
283,991082,Volvo S60 Plug-in Hybrid T8 R-Design,volvo,s60,luxury sedan,"parf car, almost new car, premium ad car, hybrid cars",auto,petrol-electric
284,997359,Honda Fit 1.3A G ,honda,fit,hatchback,"coe car, premium ad car",auto,unknown
285,981621,Mercedes-Benz E-Class E220d AMG Line,mercedes-benz,amg,luxury sedan,"parf car, premium ad car",auto,diesel
286,1011121,Suzuki Swift 1.2A XG ,suzuki,swift,hatchback,"coe car, low mileage car",auto,unknown
287,1029817,Mitsubishi Attrage 1.2A Sports ,mitsubishi,attrage,mid-sized sedan,"opc car, parf car, premium ad car, low mileage car",auto,unknown
288,1021432,Ferrari F612S F1 ,ferrari,f612s,sports car,"coe car, rare & exotic, low mileage car",auto,unknown
289,1030740,McLaren 720S,mclaren,720s,sports car,"parf car, rare & exotic, low mileage car",auto,unknown
290,980323,Mercedes-Benz Viano CDI Trend ,mercedes-benz,viano,mpv,coe car,auto,diesel
291,976516,Mercedes-Benz C-Class C180 CGI Coupe Avantgarde Sunroof,mercedes-benz,c180,sports car,"parf car, low mileage car",auto,unknown
292,995090,Mercedes-Benz GLA-Class GLA180 Urban Edition,mercedes-benz,gla180,suv,"parf car, premium ad car",auto,unknown
293,1029478,Mitsubishi Fuso Canter FEA01,mitsubishi,fuso,truck,premium ad car,auto,diesel
294,1019965,Honda Shuttle 1.5A G LED,honda,shuttle,stationwagon,parf car,auto,unknown
295,1000642,Mitsubishi Fuso Canter FE83 ,mitsubishi,fe83,truck,coe car,manual,diesel
296,1000975,BMW 4 Series 420i Gran Coupe Luxury,bmw,420i,luxury sedan,"parf car, premium ad car",auto,unknown
297,1001917,Honda Mobilio 1.5A RS i-VTEC Luxe,honda,mobilio,mpv,"parf car, premium ad car",auto,unknown
298,1021602,Mercedes-Benz Vito 114 CDI,mercedes-benz,vito,van,premium ad car,auto,diesel
299,1030122,BMW 5 Series 520d Luxury,bmw,520d,luxury sedan,"parf car, premium ad car",auto,diesel
300,997405,BMW M Series M4 Coupe Competition Package,bmw,m4,sports car,"imported used vehicle, coe car",auto,unknown
301,1012322,Toyota Harrier 2.0A Turbo M,toyota,harrier,suv,"parf car, premium ad car",auto,unknown
302,1000445,Mercedes-Benz E-Class E200 Mild Hybrid Sport,mercedes-benz,e200,luxury sedan,"imported used vehicle, coe car, low mileage car, hybrid cars",auto,petrol-electric
303,976124,Hyundai Avante 1.6A ,undetermined,avante,mid-sized sedan,"coe car, premium ad car",auto,unknown
304,1020355,Mitsubishi Outlander 2.4A ,mitsubishi,outlander,suv,"opc car, parf car, premium ad car, low mileage car",auto,unknown
305,1004909,Ssangyong Tivoli 1.5A Deluxe,ssangyong,tivoli,suv,parf car,auto,unknown
306,1004351,BMW 5 Series 528i Sport Pro,bmw,528i,luxury sedan,"parf car, consignment car",auto,unknown
307,1025401,Toyota Sienta 1.5A G,toyota,sienta,mpv,"parf car, premium ad car",auto,unknown
308,1003006,Toyota Wish 1.8A ,toyota,wish,mpv,"coe car, low mileage car",auto,unknown
309,1025463,Mazda 3 1.5A Sunroof,mazda,3,mid-sized sedan,parf car,auto,unknown
310,1021543,Honda Shuttle Hybrid 1.5A,honda,shuttle,stationwagon,"parf car, hybrid cars",auto,petrol-electric
311,1021702,Audi A4 1.8A TFSI MU ,audi,a4,luxury sedan,"coe car, premium ad car",auto,unknown
312,1026177,Mercedes-Benz Sprinter 515CDI ,mercedes-benz,sprinter,bus/mini bus,"coe car, direct owner sale",manual,diesel
313,1016512,Mercedes-Benz GLA-Class GLA180 Urban Edition,mercedes-benz,gla180,suv,"parf car, premium ad car",auto,unknown
314,1022815,Mercedes-Benz CLA-Class CLA45 S AMG 4MATIC+ Premium Plus Night Edition,mercedes-benz,amg,sports car,"parf car, rare & exotic, almost new car",auto,unknown
315,1024473,Volkswagen Golf 1.2A TSI,undetermined,golf,hatchback,"parf car, direct owner sale",auto,unknown
316,1027412,Mitsubishi Eclipse Cross 1.5A Sunroof,mitsubishi,eclipse,suv,parf car,auto,unknown
317,1016311,Mercedes-Benz E-Class E200 CGI ,mercedes-benz,e200,luxury sedan,coe car,auto,unknown
318,1003489,Hyundai Starex 2.5M CRDi,hyundai,starex,van,premium ad car,manual,diesel
319,995626,Toyota Voxy Hybrid 1.8A V,toyota,voxy,mpv,"parf car, hybrid cars",auto,petrol-electric
320,988556,Hyundai Veloster 1.6A GDi,hyundai,veloster,hatchback,parf car,auto,unknown
321,991947,Toyota Corolla Altis 1.6A Elegance ,toyota,corolla,mid-sized sedan,"opc car, parf car, almost new car, low mileage car",auto,unknown
322,987019,Lamborghini Gallardo Spyder LP560-4 ,lamborghini,gallardo,sports car,"coe car, rare & exotic, premium ad car, low mileage car",auto,unknown
323,1016269,Audi Q3 1.4A TFSI S-Tronic,audi,q3,suv,parf car,auto,unknown
324,932770,Citroen C5 1.6A e-HDi,citroen,c5,luxury sedan,"parf car, sgcarmart warranty cars",auto,diesel
325,1013960,Toyota Dyna 150 3.0M,toyota,dyna,truck,premium ad car,manual,diesel
326,1017651,Fiat Doblo Cargo Maxi 1.6A Multijet,fiat,doblo,van,premium ad car,auto,diesel
327,998594,Toyota Corolla Altis 1.6A Elegance,toyota,corolla,mid-sized sedan,parf car,auto,unknown
328,964238,Mitsubishi Lancer EX 2.0A GT ,mitsubishi,lancer,mid-sized sedan,coe car,auto,unknown
329,981879,Porsche Cayenne Coupe 3.0A,porsche,cayenne,suv,"imported used vehicle, coe car, rare & exotic",auto,unknown
330,939063,Porsche Macan S 3.0A PDK,porsche,macan,suv,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
331,998703,BMW 3 Series 330Ci Cabriolet ,bmw,330ci,sports car,"coe car, direct owner sale",auto,unknown
332,1006616,Mercedes-Benz CLA-Class CLA180,mercedes-benz,cla180,luxury sedan,parf car,auto,unknown
333,1028150,Honda Shuttle 1.5A G,honda,shuttle,stationwagon,parf car,auto,unknown
334,968612,Hyundai Elantra 1.6A GLS ,hyundai,elantra,mid-sized sedan,"opc car, parf car, premium ad car",auto,unknown
335,996416,Audi A3 Sedan 1.0A TFSI S-tronic,audi,a3,luxury sedan,"parf car, consignment car",auto,unknown
336,999038,Volvo S90 T5 Momentum,volvo,s90,luxury sedan,"parf car, premium ad car",auto,unknown
337,1025071,Mitsubishi Lancer EX 1.5A Sports ,undetermined,lancer,mid-sized sedan,coe car,auto,unknown
338,968972,Bentley Continental GT 6.0A Speed,bentley,continental,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,unknown
339,1016759,Renault Megane Sedan Diesel 1.5T dCi,renault,megane,mid-sized sedan,"parf car, premium ad car",auto,diesel
340,1027217,Mazda CX-5 2.0A Premium,mazda,2,suv,"parf car, premium ad car",auto,unknown
341,983985,Volkswagen Golf GTI 5DR Sunroof ,undetermined,golf,sports car,"coe car, premium ad car",auto,unknown
342,975696,Peugeot 3008 Diesel 1.6A BlueHDi,peugeot,3008,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,diesel
343,1016227,Kia Cerato Forte 1.6A SX ,kia,cerato,mid-sized sedan,coe car,auto,unknown
344,1029238,Audi A3 Sportback 1.4A TFSI ,audi,a3,hatchback,coe car,auto,unknown
345,1007154,Volvo XC40 T4 Momentum,volvo,xc40,suv,"parf car, direct owner sale",auto,unknown
346,1020369,Toyota Harrier 2.0A Turbo M,toyota,harrier,suv,"parf car, premium ad car, low mileage car",auto,unknown
347,1014240,Mercedes-Benz E-Class E200 CGI Avantgarde ,mercedes-benz,e200,luxury sedan,"coe car, direct owner sale",auto,unknown
348,1017037,Mercedes-Benz C-Class C200 AMG Line,mercedes-benz,amg,luxury sedan,"parf car, direct owner sale",auto,unknown
349,1030148,Fiat Fiorino 1.3JTD ,fiat,fiorino,van,"coe car, premium ad car",auto,diesel
350,954364,Mitsubishi Outlander 2.4A,mitsubishi,outlander,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
351,936225,Toyota Wish 2.0A ,toyota,wish,mpv,coe car,auto,unknown
352,1025245,Maserati Levante Diesel 3.0A,maserati,levante,suv,"parf car, premium ad car, low mileage car",auto,diesel
353,1015091,Toyota Corolla Axio 1.5A X Special Edition ,toyota,corolla,mid-sized sedan,coe car,auto,unknown
354,1029936,Nissan Almera 1.5A,nissan,almera,mid-sized sedan,"parf car, low mileage car",auto,unknown
355,1021984,Mitsubishi Fuso Fighter FM65 ,undetermined,fuso,truck,"coe car, premium ad car, low mileage car",manual,diesel
356,1005426,Honda Stream 1.8A X ,honda,stream,mpv,"coe car, premium ad car",auto,unknown
357,992031,Honda Fit 1.3A GF,undetermined,fit,hatchback,"parf car, premium ad car",auto,unknown
358,1028601,BMW 3 Series 330i Luxury,bmw,330i,luxury sedan,parf car,auto,unknown
359,1015244,Porsche 911 C4 Cabriolet Tip ,porsche,911,sports car,"coe car, low mileage car",auto,unknown
360,1003701,Toyota Prius Hybrid 1.8A S,toyota,prius,hatchback,"parf car, hybrid cars",auto,petrol-electric
361,1007217,Mitsubishi Fuso Canter FEB21,mitsubishi,fuso,truck,-,auto,diesel
362,999447,Honda Vezel Hybrid 1.5A X,honda,vezel,suv,"parf car, direct owner sale, low mileage car, hybrid cars",auto,petrol-electric
363,1018639,Toyota Hiace 3.0A,toyota,hiace,van,premium ad car,auto,diesel
364,982271,Nissan Cabstar ,nissan,cabstar,truck,coe car,manual,diesel
365,1029789,Kia Cerato Forte 1.6M EX ,kia,cerato,mid-sized sedan,"coe car, low mileage car",manual,unknown
366,964436,BMW M Series X4 M Competition,bmw,x4,suv,"parf car, rare & exotic, premium ad car, low mileage car",auto,unknown
367,1012171,Kia Stinger 2.0A GT Line Sunroof,kia,stinger,luxury sedan,"parf car, premium ad car",auto,unknown
368,1029111,Mercedes-Benz E-Class E250 CGI ,mercedes-benz,e250,luxury sedan,"coe car, direct owner sale",auto,unknown
369,1014768,Mercedes-Benz V-Class V260L Avantgarde,mercedes-benz,v260l,mpv,"parf car, low mileage car",auto,unknown
370,1023589,Mercedes-Benz C-Class C180 Avantgarde,mercedes-benz,c180,luxury sedan,parf car,auto,unknown
371,1025183,McLaren 570S,mclaren,570s,sports car,"parf car, direct owner sale, rare & exotic, low mileage car",auto,unknown
372,1013800,Mercedes-Benz E-Class E250,mercedes-benz,e250,luxury sedan,parf car,auto,unknown
373,996857,Honda Civic 1.8A VTi-S ,honda,civic,mid-sized sedan,"coe car, premium ad car",auto,unknown
374,1017620,BMW X3 xDrive30i xLine,bmw,x3,suv,"parf car, premium ad car",auto,unknown
375,982115,Honda Vezel Hybrid 1.5A,honda,vezel,suv,"parf car, hybrid cars",auto,petrol-electric
376,1026407,Mercedes-Benz E-Class E230 Avantgarde ,mercedes-benz,e230,luxury sedan,coe car,auto,unknown
377,1027901,Honda Fit 1.3A G ,honda,fit,hatchback,coe car,auto,unknown
378,1006274,Hino XZU710R,hino,xzu710r,truck,premium ad car,manual,diesel
379,997165,Mercedes-Benz CLC-Class CLC180K ,mercedes-benz,clc180k,sports car,"coe car, premium ad car",auto,unknown
380,1020103,Toyota Voxy Hybrid 1.8A X,toyota,voxy,mpv,"parf car, hybrid cars",auto,petrol-electric
381,995757,Hyundai Elantra 1.6A GLS S,undetermined,elantra,mid-sized sedan,parf car,auto,unknown
382,1008302,Toyota Corolla Altis 1.6A ,undetermined,corolla,mid-sized sedan,"coe car, premium ad car",auto,unknown
383,1028038,Honda Civic Type R 2.0M ,undetermined,civic,sports car,"coe car, premium ad car",manual,unknown
384,1022641,Honda Vezel 1.5A X,honda,vezel,suv,parf car,auto,unknown
385,1014761,Kia Picanto 1.1A ,kia,picanto,hatchback,"coe car, premium ad car",auto,unknown
386,1028496,Honda Airwave 1.5A M ,honda,airwave,stationwagon,coe car,auto,unknown
387,1014157,Honda Vezel 1.5A X,undetermined,vezel,suv,parf car,auto,unknown
388,1028711,Mazda 6 2.0A,mazda,2,luxury sedan,parf car,auto,unknown
389,1012930,Toyota Vios 1.5A G Sports ,toyota,vios,mid-sized sedan,coe car,auto,unknown
390,1027056,Bentley Mulsanne 6.75A,bentley,mulsanne,luxury sedan,"parf car, rare & exotic, premium ad car, low mileage car",auto,unknown
391,1021038,Peugeot 5008 Diesel 1.6A e-HDi ETG,peugeot,5008,mpv,parf car,auto,diesel
392,1025741,Toyota Vellfire 2.5A Sunroof,toyota,vellfire,mpv,"parf car, premium ad car",auto,unknown
393,1024105,Toyota Hiace 2.8A DX,toyota,hiace,van,premium ad car,auto,diesel
394,1026597,Fiat Doblo 1.3JTD ,fiat,doblo,van,"coe car, direct owner sale",manual,diesel
395,1029680,Mitsubishi Lancer EX 1.5A Elegance ,mitsubishi,lancer,mid-sized sedan,coe car,auto,unknown
396,1028807,Toyota Estima 2.4A Aeras Premium Moonroof,toyota,estima,mpv,parf car,auto,unknown
397,1016698,BMW 2 Series 216d Gran Tourer Luxury,bmw,216d,mpv,"parf car, sgcarmart warranty cars",auto,diesel
398,986414,Subaru Levorg 1.6A GT-S,subaru,levorg,stationwagon,parf car,auto,unknown
399,953799,Toyota Wish 1.8A ,toyota,wish,mpv,coe car,auto,unknown
400,1019817,Mercedes-Benz C-Class C180 CGI ,mercedes-benz,c180,luxury sedan,"coe car, premium ad car, low mileage car",auto,unknown
401,991875,Toyota C-HR Hybrid 1.8A S,toyota,c-hr,suv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,petrol-electric
402,1015070,Subaru Legacy Wagon 2.5A GT ,subaru,legacy,stationwagon,coe car,auto,unknown
403,1022280,Toyota Wish 1.8A X Aerosports ,undetermined,wish,mpv,"coe car, premium ad car, low mileage car",auto,unknown
404,1031111,Mercedes-Benz C-Class C180 AMG Line,mercedes-benz,amg,luxury sedan,"parf car, direct owner sale, low mileage car",auto,unknown
405,1019476,Kia Cerato K3 1.6A,undetermined,cerato,mid-sized sedan,parf car,auto,unknown
406,1007494,Mitsubishi Evolution 10 GSR SST ,mitsubishi,evolution,sports car,"coe car, premium ad car",auto,unknown
407,1029030,Toyota Corolla Axio 1.5M X ,undetermined,corolla,mid-sized sedan,"coe car, premium ad car",manual,unknown
408,1021659,Mercedes-Benz GLA-Class GLA180 Urban Edition,mercedes-benz,gla180,suv,"parf car, premium ad car",auto,unknown
409,1018749,Honda Fit Hybrid 1.5A,honda,fit,hatchback,"parf car, direct owner sale, hybrid cars",auto,petrol-electric
410,1026718,Toyota Hiace 3.0M,toyota,hiace,van,-,manual,diesel
411,1030428,Lamborghini Gallardo LP560-4 ,lamborghini,gallardo,sports car,"coe car, rare & exotic, premium ad car, low mileage car",auto,unknown
412,972744,Mercedes-Benz A-Class Saloon A200 Sport Executive,mercedes-benz,a200,luxury sedan,"parf car, almost new car, premium ad car, low mileage car",auto,unknown
413,1007064,Toyota Picnic 2.0A ,toyota,picnic,mpv,coe car,auto,unknown
414,1001105,Toyota Vios 1.5A E ,toyota,vios,mid-sized sedan,coe car,auto,unknown
415,1025657,Isuzu FXZ77M Tipper,isuzu,fxz77m,truck,direct owner sale,manual,diesel
416,1027555,Honda HR-V 1.5A LX,honda,hr-v,suv,"parf car, premium ad car",auto,unknown
417,1018315,Mitsubishi Lancer EX 1.5A GLS ,mitsubishi,lancer,mid-sized sedan,coe car,auto,unknown
418,1026036,McLaren 12C,mclaren,12c,sports car,"parf car, rare & exotic, low mileage car",auto,unknown
419,1029538,Honda Vezel Hybrid 1.5A X Honda Sensing,honda,vezel,suv,"parf car, low mileage car, hybrid cars, sgcarmart warranty cars",auto,petrol-electric
420,1025886,Porsche 911 Targa 4S Tip ,porsche,911,sports car,"coe car, consignment car, low mileage car",auto,unknown
421,1024441,Toyota Wish 1.8A ,undetermined,wish,mpv,coe car,auto,unknown
422,1025658,Audi Q5 2.0A TFSI Quattro ,audi,q5,suv,"coe car, premium ad car",auto,unknown
423,1027811,Mazda 3 1.5A,mazda,3,mid-sized sedan,parf car,auto,unknown
424,1008304,Audi Q2 1.4A TFSI CoD S-tronic,audi,q2,suv,"parf car, premium ad car",auto,unknown
425,1024632,Honda Jazz 1.5A RS,honda,jazz,hatchback,parf car,auto,unknown
426,995501,Lexus RX300 Executive,lexus,rx,suv,"parf car, premium ad car",auto,unknown
427,962714,Honda Jazz 1.5A RS,honda,jazz,hatchback,parf car,auto,unknown
428,976313,MINI Cooper S 2.0A,mini,cooper,sports car,"imported used vehicle, coe car, low mileage car",auto,unknown
429,1011368,Subaru Forester 2.0i-L Sunroof,subaru,forester,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,unknown
430,979117,BMW X5 xDrive35i 7-Seater,bmw,x5,suv,"parf car, premium ad car",auto,unknown
431,899809,Honda Freed Hybrid 1.5A G Welcab,honda,freed,mpv,"parf car, premium ad car, low mileage car, hybrid cars",auto,petrol-electric
432,1021158,Opel Combo 1.3A ,opel,combo,van,"coe car, direct owner sale",auto,diesel
433,995330,Kia Cerato Forte 1.6A SX ,kia,cerato,mid-sized sedan,"coe car, premium ad car",auto,unknown
434,1008526,Honda Jade 1.5A RS,honda,jade,mpv,"parf car, premium ad car, sta evaluated car",auto,unknown
435,1001331,BMW 4 Series 428i Gran Coupe Sport Sunroof,bmw,428i,luxury sedan,"parf car, premium ad car",auto,unknown
